_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
282,1997/98,S08000020, ,0-17 years,Female,Total,d,60, ,103.47, ,60, ,103.47, 
283,1997/98,S08000020, ,18-24 years,Male,Total,d,200, ,783.55, ,140, ,548.48, 
284,1997/98,S08000020, ,18-24 years,Female,Total,d,120, ,475.96, ,80, ,317.31, 
285,1997/98,S08000020, ,25-39 years,Male,Total,d,390, ,614.06, ,290, ,456.61, 
286,1997/98,S08000020, ,25-39 years,Female,Total,d,340, ,551.7, ,240, ,389.43, 
287,1997/98,S08000020, ,40-64 years,Male,Total,d,540, ,671.97, ,370, ,460.42, 
288,1997/98,S08000020, ,40-64 years,Female,Total,d,460, ,577.96, ,320, ,402.06, 
289,1997/98,S08000020, ,65plus years,Male,Total,d,480, ,1567.3, ,310, ,1012.21, 
290,1997/98,S08000020, ,65plus years,Female,Total,d,650, ,1438.85, ,500, ,1106.81, 
291,1997/98,S08000022, ,0-17 years,Male,Total,d,40, ,114.07, ,40, ,114.07, 
292,1997/98,S08000022, ,0-17 years,Female,Total,d,50, ,151.42, ,40, ,121.14, 
293,1997/98,S08000022, ,18-24 years,Male,Total,d,110, ,961.37, ,80, ,699.18, 
294,1997/98,S08000022, ,18-24 years,Female,Total,d,70, ,695.83, ,60, ,596.42, 
295,1997/98,S08000022, ,25-39 years,Male,Total,d,360, ,1126.27, ,250, ,782.13, 
296,1997/98,S08000022, ,25-39 years,Female,Total,d,290, ,905.66, ,200, ,624.59, 
297,1997/98,S08000022, ,40-64 years,Male,Total,d,620, ,1284.84, ,400, ,828.93, 
298,1997/98,S08000022, ,40-64 years,Female,Total,d,380, ,776.62, ,260, ,531.37, 
299,1997/98,S08000022, ,65plus years,Male,Total,d,410, ,2025.29, ,250, ,1234.93, 
300,1997/98,S08000022, ,65plus years,Female,Total,d,500, ,1707.88, ,330, ,1127.2, 
301,1997/98,S08000024, ,0-17 years,Male,Total,d,130, ,156.69, ,120, ,144.64, 
302,1997/98,S08000024, ,0-17 years,Female,Total,d,100, ,125.81, ,80, ,100.65, 
303,1997/98,S08000024, ,18-24 years,Male,Total,d,240, ,642.83, ,180, ,482.12, 
304,1997/98,S08000024, ,18-24 years,Female,Total,d,200, ,523.48, ,120, ,314.09, 
305,1997/98,S08000024, ,25-39 years,Male,Total,d,830, ,890.19, ,540, ,579.16, 
306,1997/98,S08000024, ,25-39 years,Female,Total,d,930, ,955.38, ,530, ,544.47, 
307,1997/98,S08000024, ,40-64 years,Male,Total,d,1040, ,955.85, ,640, ,588.21, 
308,1997/98,S08000024, ,40-64 years,Female,Total,d,840, ,735.33, ,530, ,463.96, 
309,1997/98,S08000024, ,65plus years,Male,Total,d,810, ,1818.96, ,500, ,1122.81, 
310,1997/98,S08000024, ,65plus years,Female,Total,d,1320, ,1923.13, ,880, ,1282.09, 
311,1997/98,S08000025, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
312,1997/98,S08000025, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
313,1997/98,S08000025, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
314,1997/98,S08000025, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
315,1997/98,S08000025, ,25-39 years,Male,Total,d,10, ,472.37, ,10, ,472.37, 
316,1997/98,S08000025, ,25-39 years,Female,Total,d,20, ,988.63, ,10, ,494.32, 
317,1997/98,S08000025, ,40-64 years,Male,Total,d,40, ,1220.26, ,20, ,610.13, 
318,1997/98,S08000025, ,40-64 years,Female,Total,d,20, ,621.5, ,10, ,310.75, 
319,1997/98,S08000025, ,65plus years,Male,Total,d,10, ,746.83, ,10, ,746.83, 
320,1997/98,S08000025, ,65plus years,Female,Total,d,10, ,544.66, ,10, ,544.66, 
321,1997/98,S08000026, ,0-17 years,Male,Total,d,10, ,335.12, ,10, ,335.12, 
322,1997/98,S08000026, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
323,1997/98,S08000026, ,18-24 years,Male,Total,d,10, ,1011.12, ,10, ,1011.12, 
324,1997/98,S08000026, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
325,1997/98,S08000026, ,25-39 years,Male,Total,d,30, ,1118.15, ,20, ,745.43, 
326,1997/98,S08000026, ,25-39 years,Female,Total,d,40, ,1598.72, ,20, ,799.36, 
327,1997/98,S08000026, ,40-64 years,Male,Total,d,30, ,811.25, ,20, ,540.83, 
328,1997/98,S08000026, ,40-64 years,Female,Total,d,20, ,602.05, ,10, ,301.02, 
329,1997/98,S08000026, ,65plus years,Male,Total,d,10, ,848.18, ,10, ,848.18, 
330,1997/98,S08000026, ,65plus years,Female,Total,d,20, ,1107.42, ,20, ,1107.42, 
331,1997/98,S08000028, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
332,1997/98,S08000028, ,0-17 years,Female,Total,d,10, ,314.56, ,10, ,314.56, 
333,1997/98,S08000028, ,18-24 years,Male,Total,d,10, ,853.24, ,10, ,853.24, 
334,1997/98,S08000028, ,18-24 years,Female,Total,d,10, ,1158.75, ,10, ,1158.75, 
335,1997/98,S08000028, ,25-39 years,Male,Total,d,30, ,1070.28, ,30, ,1070.28, 
336,1997/98,S08000028, ,25-39 years,Female,Total,d,10, ,376.51, ,10, ,376.51, 
337,1997/98,S08000028, ,40-64 years,Male,Total,d,90, ,1960.78, ,60, ,1307.19, 
338,1997/98,S08000028, ,40-64 years,Female,Total,d,50, ,1164.42, ,40, ,931.53, 
339,1997/98,S08000028, ,65plus years,Male,Total,d,40, ,1909.31, ,20, ,954.65, 
340,1997/98,S08000028, ,65plus years,Female,Total,d,90, ,2898.55, ,50, ,1610.31, 
341,1997/98,S08000029, ,0-17 years,Male,Total,d,60, ,148.42, ,50, ,123.68, 
342,1997/98,S08000029, ,0-17 years,Female,Total,d,40, ,102.44, ,40, ,102.44, 
343,1997/98,S08000029, ,18-24 years,Male,Total,d,130, ,875.72, ,90, ,606.26, 
344,1997/98,S08000029, ,18-24 years,Female,Total,d,100, ,689.75, ,70, ,482.83, 
345,1997/98,S08000029, ,25-39 years,Male,Total,d,370, ,991.37, ,240, ,643.05, 
346,1997/98,S08000029, ,25-39 years,Female,Total,d,270, ,689.9, ,170, ,434.38, 
347,1997/98,S08000029, ,40-64 years,Male,Total,d,300, ,580.62, ,210, ,406.43, 
348,1997/98,S08000029, ,40-64 years,Female,Total,d,330, ,609.31, ,200, ,369.28, 
349,1997/98,S08000029, ,65plus years,Male,Total,d,250, ,1131.63, ,170, ,769.51, 
350,1997/98,S08000029, ,65plus years,Female,Total,d,370, ,1109.68, ,290, ,869.75, 
351,1997/98,S08000030, ,0-17 years,Male,Total,d,70, ,158.17, ,60, ,135.58, 
352,1997/98,S08000030, ,0-17 years,Female,Total,d,90, ,212.76, ,70, ,165.48, 
353,1997/98,S08000030, ,18-24 years,Male,Total,d,190, ,1091.83, ,130, ,747.04, 
354,1997/98,S08000030, ,18-24 years,Female,Total,d,140, ,820.01, ,70, ,410, 
355,1997/98,S08000030, ,25-39 years,Male,Total,d,610, ,1477.89, ,370, ,896.43, 
356,1997/98,S08000030, ,25-39 years,Female,Total,d,460, ,1068.18, ,280, ,650.2, 
357,1997/98,S08000030, ,40-64 years,Male,Total,d,520, ,881.51, ,370, ,627.22, 
358,1997/98,S08000030, ,40-64 years,Female,Total,d,440, ,711.09, ,320, ,517.16, 
359,1997/98,S08000030, ,65plus years,Male,Total,d,320, ,1158.79, ,240, ,869.09, 
360,1997/98,S08000030, ,65plus years,Female,Total,d,690, ,1663.57, ,520, ,1253.71, 
361,1997/98,S08000031, ,0-17 years,Male,Total,d,140, ,106.49, ,120, ,91.28, 
362,1997/98,S08000031, ,0-17 years,Female,Total,d,150, ,118.88, ,130, ,103.03, 
363,1997/98,S08000031, ,18-24 years,Male,Total,d,460, ,924.92, ,320, ,643.42, 
364,1997/98,S08000031, ,18-24 years,Female,Total,d,340, ,637.62, ,220, ,412.58, 
365,1997/98,S08000031, ,25-39 years,Male,Total,d,1880, ,1419.32, ,1220, ,921.05, 
366,1997/98,S08000031, ,25-39 years,Female,Total,d,1160, ,814.87, ,760, ,533.88, 
367,1997/98,S08000031, ,40-64 years,Male,Total,d,2060, ,1281.18, ,1410, ,876.93, 
368,1997/98,S08000031, ,40-64 years,Female,Total,d,1350, ,789.94, ,910, ,532.48, 
369,1997/98,S08000031, ,65plus years,Male,Total,d,1290, ,1891.3, ,930, ,1363.5, 
370,1997/98,S08000031, ,65plus years,Female,Total,d,1950, ,1774.66, ,1400, ,1274.12, 
371,1997/98,S08000032, ,0-17 years,Male,Total,d,40, ,52.66, ,40, ,52.66, 
372,1997/98,S08000032, ,0-17 years,Female,Total,d,40, ,55.47, ,40, ,55.47, 
373,1997/98,S08000032, ,18-24 years,Male,Total,d,200, ,742.91, ,130, ,482.89, 
374,1997/98,S08000032, ,18-24 years,Female,Total,d,100, ,374.36, ,70, ,262.05, 
375,1997/98,S08000032, ,25-39 years,Male,Total,d,630, ,886.64, ,450, ,633.31, 
376,1997/98,S08000032, ,25-39 years,Female,Total,d,380, ,500.54, ,270, ,355.65, 
377,1997/98,S08000032, ,40-64 years,Male,Total,d,600, ,650.31, ,460, ,498.57, 
378,1997/98,S08000032, ,40-64 years,Female,Total,d,460, ,464.92, ,360, ,363.85, 
379,1997/98,S08000032, ,65plus years,Male,Total,d,440, ,1274.48, ,300, ,868.96, 
380,1997/98,S08000032, ,65plus years,Female,Total,d,770, ,1465.49, ,520, ,989.68, 
381,1997/98,RA2702, ,0-17 years,Male,Total,d,10, , ,:,10, , ,:
382,1997/98,RA2702, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
383,1997/98,RA2702, ,18-24 years,Male,Total,d,20, , ,:,20, , ,:
384,1997/98,RA2702, ,18-24 years,Female,Total,d,20, , ,:,10, , ,:
385,1997/98,RA2702, ,25-39 years,Male,Total,d,50, , ,:,50, , ,:
386,1997/98,RA2702, ,25-39 years,Female,Total,d,30, , ,:,20, , ,:
387,1997/98,RA2702, ,40-64 years,Male,Total,d,60, , ,:,50, , ,:
388,1997/98,RA2702, ,40-64 years,Female,Total,d,20, , ,:,20, , ,:
389,1997/98,RA2702, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
390,1997/98,RA2702, ,65plus years,Female,Total,d,10, , ,:,10, , ,:
391,1997/98,RA2701, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
392,1997/98,RA2701, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
393,1997/98,RA2701, ,18-24 years,Male,Total,d,60, , ,:,50, , ,:
394,1997/98,RA2701, ,18-24 years,Female,Total,d,20, , ,:,20, , ,:
395,1997/98,RA2701, ,25-39 years,Male,Total,d,230, , ,:,180, , ,:
396,1997/98,RA2701, ,25-39 years,Female,Total,d,50, , ,:,40, , ,:
397,1997/98,RA2701, ,40-64 years,Male,Total,d,150, , ,:,120, , ,:
398,1997/98,RA2701, ,40-64 years,Female,Total,d,30, , ,:,20, , ,:
399,1997/98,RA2701, ,65plus years,Male,Total,d,20, , ,:,10, , ,:
400,1997/98,RA2701, ,65plus years,Female,Total,d,10, , ,:,10, , ,:
401,1997/98,RA2704, ,0-17 years,Male,Total,d,10, , ,:,0, , ,:
402,1997/98,RA2704, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
403,1997/98,RA2704, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
404,1997/98,RA2704, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
405,1997/98,RA2704, ,25-39 years,Male,Total,d,20, , ,:,20, , ,:
406,1997/98,RA2704, ,25-39 years,Female,Total,d,10, , ,:,10, , ,:
407,1997/98,RA2704, ,40-64 years,Male,Total,d,10, , ,:,10, , ,:
408,1997/98,RA2704, ,40-64 years,Female,Total,d,0, , ,:,0, , ,:
409,1997/98,RA2704, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
410,1997/98,RA2704, ,65plus years,Female,Total,d,20, , ,:,20, , ,:
411,1997/98,RA2703, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
412,1997/98,RA2703, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
413,1997/98,RA2703, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
414,1997/98,RA2703, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
415,1997/98,RA2703, ,25-39 years,Male,Total,d,20, , ,:,10, , ,:
416,1997/98,RA2703, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
417,1997/98,RA2703, ,40-64 years,Male,Total,d,10, , ,:,10, , ,:
418,1997/98,RA2703, ,40-64 years,Female,Total,d,0, , ,:,0, , ,:
419,1997/98,RA2703, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
420,1997/98,RA2703, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
421,1998/99,S08000015, ,0-17 years,Male,Total,d,90, ,211.18, ,80, ,187.72, 
422,1998/99,S08000015, ,0-17 years,Female,Total,d,80, ,193.78, ,60, ,145.34, 
423,1998/99,S08000015, ,18-24 years,Male,Total,d,160, ,1117.32, ,120, ,837.99, 
424,1998/99,S08000015, ,18-24 years,Female,Total,d,120, ,853.24, ,80, ,568.83, 
425,1998/99,S08000015, ,25-39 years,Male,Total,d,500, ,1306.2, ,340, ,888.22, 
426,1998/99,S08000015, ,25-39 years,Female,Total,d,360, ,869.88, ,250, ,604.08, 
427,1998/99,S08000015, ,40-64 years,Male,Total,d,620, ,1080.14, ,410, ,714.29, 
428,1998/99,S08000015, ,40-64 years,Female,Total,d,390, ,639.49, ,280, ,459.12, 
429,1998/99,S08000015, ,65plus years,Male,Total,d,450, ,1836.88, ,290, ,1183.77, 
430,1998/99,S08000015, ,65plus years,Female,Total,d,760, ,2056.39, ,470, ,1271.71, 
431,1998/99,S08000016, ,0-17 years,Male,Total,d,20, ,175.19, ,20, ,175.19, 
432,1998/99,S08000016, ,0-17 years,Female,Total,d,20, ,178.79, ,20, ,178.79, 
433,1998/99,S08000016, ,18-24 years,Male,Total,d,40, ,1162.12, ,30, ,871.59, 
434,1998/99,S08000016, ,18-24 years,Female,Total,d,10, ,292.23, ,10, ,292.23, 
435,1998/99,S08000016, ,25-39 years,Male,Total,d,100, ,918.36, ,70, ,642.85, 
436,1998/99,S08000016, ,25-39 years,Female,Total,d,60, ,538.5, ,40, ,359, 
437,1998/99,S08000016, ,40-64 years,Male,Total,d,110, ,648.55, ,70, ,412.71, 
438,1998/99,S08000016, ,40-64 years,Female,Total,d,100, ,566.89, ,60, ,340.14, 
439,1998/99,S08000016, ,65plus years,Male,Total,d,170, ,2064.11, ,100, ,1214.18, 
440,1998/99,S08000016, ,65plus years,Female,Total,d,240, ,2050.23, ,180, ,1537.67, 
441,1998/99,S08000017, ,0-17 years,Male,Total,d,50, ,300.34, ,50, ,300.34, 
442,1998/99,S08000017, ,0-17 years,Female,Total,d,30, ,188.23, ,30, ,188.23, 
443,1998/99,S08000017, ,18-24 years,Male,Total,d,40, ,834.2, ,30, ,625.65, 
444,1998/99,S08000017, ,18-24 years,Female,Total,d,40, ,864.49, ,30, ,648.37, 
445,1998/99,S08000017, ,25-39 years,Male,Total,d,130, ,870.96, ,110, ,736.97, 
446,1998/99,S08000017, ,25-39 years,Female,Total,d,160, ,1029.07, ,100, ,643.17, 
447,1998/99,S08000017, ,40-64 years,Male,Total,d,160, ,668.45, ,110, ,459.56, 
448,1998/99,S08000017, ,40-64 years,Female,Total,d,170, ,684.88, ,120, ,483.44, 
449,1998/99,S08000017, ,65plus years,Male,Total,d,140, ,1206.48, ,110, ,947.95, 
450,1998/99,S08000017, ,65plus years,Female,Total,d,210, ,1321.09, ,160, ,1006.54, 
451,1998/99,S08000019, ,0-17 years,Male,Total,d,30, ,94.28, ,30, ,94.28, 
452,1998/99,S08000019, ,0-17 years,Female,Total,d,30, ,98.37, ,20, ,65.58, 
453,1998/99,S08000019, ,18-24 years,Male,Total,d,80, ,678.94, ,40, ,339.47, 
454,1998/99,S08000019, ,18-24 years,Female,Total,d,50, ,411.22, ,40, ,328.97, 
455,1998/99,S08000019, ,25-39 years,Male,Total,d,260, ,857.97, ,180, ,593.98, 
456,1998/99,S08000019, ,25-39 years,Female,Total,d,240, ,755.86, ,150, ,472.41, 
457,1998/99,S08000019, ,40-64 years,Male,Total,d,280, ,657.89, ,190, ,446.43, 
458,1998/99,S08000019, ,40-64 years,Female,Total,d,270, ,607.44, ,180, ,404.96, 
459,1998/99,S08000019, ,65plus years,Male,Total,d,160, ,952.89, ,120, ,714.67, 
460,1998/99,S08000019, ,65plus years,Female,Total,d,350, ,1408.17, ,240, ,965.6, 
461,1998/99,S08000020, ,0-17 years,Male,Total,d,70, ,116.61, ,70, ,116.61, 
462,1998/99,S08000020, ,0-17 years,Female,Total,d,80, ,140.25, ,70, ,122.72, 
463,1998/99,S08000020, ,18-24 years,Male,Total,d,170, ,678.18, ,120, ,478.72, 
464,1998/99,S08000020, ,18-24 years,Female,Total,d,120, ,493.02, ,80, ,328.68, 
465,1998/99,S08000020, ,25-39 years,Male,Total,d,500, ,800.22, ,320, ,512.14, 
466,1998/99,S08000020, ,25-39 years,Female,Total,d,410, ,673.78, ,270, ,443.71, 
467,1998/99,S08000020, ,40-64 years,Male,Total,d,590, ,721.79, ,400, ,489.35, 
468,1998/99,S08000020, ,40-64 years,Female,Total,d,500, ,620.31, ,350, ,434.22, 
469,1998/99,S08000020, ,65plus years,Male,Total,d,450, ,1447.13, ,310, ,996.91, 
470,1998/99,S08000020, ,65plus years,Female,Total,d,670, ,1475.22, ,500, ,1100.91, 
471,1998/99,S08000022, ,0-17 years,Male,Total,d,60, ,172.35, ,60, ,172.35, 
472,1998/99,S08000022, ,0-17 years,Female,Total,d,60, ,183.45, ,50, ,152.88, 
473,1998/99,S08000022, ,18-24 years,Male,Total,d,120, ,1070.66, ,80, ,713.78, 
474,1998/99,S08000022, ,18-24 years,Female,Total,d,70, ,714.07, ,50, ,510.05, 
475,1998/99,S08000022, ,25-39 years,Male,Total,d,430, ,1369.6, ,280, ,891.83, 
476,1998/99,S08000022, ,25-39 years,Female,Total,d,320, ,1008.03, ,200, ,630.02, 
477,1998/99,S08000022, ,40-64 years,Male,Total,d,650, ,1321.97, ,430, ,874.53, 
478,1998/99,S08000022, ,40-64 years,Female,Total,d,430, ,864.06, ,290, ,582.74, 
479,1998/99,S08000022, ,65plus years,Male,Total,d,400, ,1950.93, ,240, ,1170.56, 
480,1998/99,S08000022, ,65plus years,Female,Total,d,490, ,1665.99, ,340, ,1155.99, 
481,1998/99,S08000024, ,0-17 years,Male,Total,d,120, ,145.12, ,100, ,120.93, 
482,1998/99,S08000024, ,0-17 years,Female,Total,d,90, ,113.19, ,70, ,88.03, 
483,1998/99,S08000024, ,18-24 years,Male,Total,d,270, ,724.85, ,180, ,483.23, 
484,1998/99,S08000024, ,18-24 years,Female,Total,d,210, ,550.65, ,120, ,314.66, 
485,1998/99,S08000024, ,25-39 years,Male,Total,d,870, ,934.59, ,540, ,580.09, 
486,1998/99,S08000024, ,25-39 years,Female,Total,d,770, ,791.77, ,480, ,493.57, 
487,1998/99,S08000024, ,40-64 years,Male,Total,d,990, ,896.41, ,650, ,588.55, 
488,1998/99,S08000024, ,40-64 years,Female,Total,d,930, ,802.31, ,580, ,500.37, 
489,1998/99,S08000024, ,65plus years,Male,Total,d,860, ,1913.96, ,530, ,1179.53, 
490,1998/99,S08000024, ,65plus years,Female,Total,d,1220, ,1775.84, ,830, ,1208.15, 
491,1998/99,S08000025, ,0-17 years,Male,Total,d,10, ,429.37, ,10, ,429.37, 
492,1998/99,S08000025, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
493,1998/99,S08000025, ,18-24 years,Male,Total,d,10, ,1610.31, ,0, ,0, 
494,1998/99,S08000025, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
495,1998/99,S08000025, ,25-39 years,Male,Total,d,20, ,946.52, ,10, ,473.26, 
496,1998/99,S08000025, ,25-39 years,Female,Total,d,20, ,1009.59, ,10, ,504.8, 
497,1998/99,S08000025, ,40-64 years,Male,Total,d,20, ,610.69, ,10, ,305.34, 
498,1998/99,S08000025, ,40-64 years,Female,Total,d,20, ,615.95, ,10, ,307.98, 
499,1998/99,S08000025, ,65plus years,Male,Total,d,10, ,749.06, ,10, ,749.06, 
500,1998/99,S08000025, ,65plus years,Female,Total,d,20, ,1088.14, ,10, ,544.07, 
501,1998/99,S08000026, ,0-17 years,Male,Total,d,10, ,340.72, ,10, ,340.72, 
502,1998/99,S08000026, ,0-17 years,Female,Total,d,10, ,357.78, ,0, ,0, 
503,1998/99,S08000026, ,18-24 years,Male,Total,d,20, ,2094.24, ,10, ,1047.12, 
504,1998/99,S08000026, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
505,1998/99,S08000026, ,25-39 years,Male,Total,d,30, ,1143.29, ,20, ,762.2, 
506,1998/99,S08000026, ,25-39 years,Female,Total,d,20, ,808.73, ,20, ,808.73, 
507,1998/99,S08000026, ,40-64 years,Male,Total,d,30, ,798.08, ,20, ,532.06, 
508,1998/99,S08000026, ,40-64 years,Female,Total,d,20, ,591.37, ,20, ,591.37, 
509,1998/99,S08000026, ,65plus years,Male,Total,d,10, ,856.16, ,10, ,856.16, 
510,1998/99,S08000026, ,65plus years,Female,Total,d,10, ,555.86, ,10, ,555.86, 
511,1998/99,S08000028, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
512,1998/99,S08000028, ,0-17 years,Female,Total,d,10, ,323.21, ,10, ,323.21, 
513,1998/99,S08000028, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
514,1998/99,S08000028, ,18-24 years,Female,Total,d,10, ,1225.49, ,0, ,0, 
515,1998/99,S08000028, ,25-39 years,Male,Total,d,20, ,715.56, ,20, ,715.56, 
516,1998/99,S08000028, ,25-39 years,Female,Total,d,10, ,382.85, ,10, ,382.85, 
517,1998/99,S08000028, ,40-64 years,Male,Total,d,80, ,1749.02, ,60, ,1311.76, 
518,1998/99,S08000028, ,40-64 years,Female,Total,d,20, ,465.44, ,20, ,465.44, 
519,1998/99,S08000028, ,65plus years,Male,Total,d,20, ,951.93, ,20, ,951.93, 
520,1998/99,S08000028, ,65plus years,Female,Total,d,20, ,642.05, ,20, ,642.05, 
521,1998/99,S08000029, ,0-17 years,Male,Total,d,40, ,100.12, ,40, ,100.12, 
522,1998/99,S08000029, ,0-17 years,Female,Total,d,70, ,181.15, ,60, ,155.27, 
523,1998/99,S08000029, ,18-24 years,Male,Total,d,140, ,954.33, ,90, ,613.5, 
524,1998/99,S08000029, ,18-24 years,Female,Total,d,90, ,624.18, ,60, ,416.12, 
525,1998/99,S08000029, ,25-39 years,Male,Total,d,350, ,949.51, ,220, ,596.84, 
526,1998/99,S08000029, ,25-39 years,Female,Total,d,290, ,750.27, ,180, ,465.68, 
527,1998/99,S08000029, ,40-64 years,Male,Total,d,310, ,590.37, ,220, ,418.98, 
528,1998/99,S08000029, ,40-64 years,Female,Total,d,340, ,616.09, ,220, ,398.64, 
529,1998/99,S08000029, ,65plus years,Male,Total,d,230, ,1031.34, ,180, ,807.14, 
530,1998/99,S08000029, ,65plus years,Female,Total,d,440, ,1319.5, ,310, ,929.65, 
531,1998/99,S08000030, ,0-17 years,Male,Total,d,60, ,136.61, ,50, ,113.84, 
532,1998/99,S08000030, ,0-17 years,Female,Total,d,80, ,191.61, ,50, ,119.76, 
533,1998/99,S08000030, ,18-24 years,Male,Total,d,170, ,993.16, ,120, ,701.06, 
534,1998/99,S08000030, ,18-24 years,Female,Total,d,130, ,776.12, ,80, ,477.61, 
535,1998/99,S08000030, ,25-39 years,Male,Total,d,570, ,1410.58, ,370, ,915.64, 
536,1998/99,S08000030, ,25-39 years,Female,Total,d,430, ,1011.03, ,260, ,611.32, 
537,1998/99,S08000030, ,40-64 years,Male,Total,d,550, ,921.63, ,380, ,636.76, 
538,1998/99,S08000030, ,40-64 years,Female,Total,d,520, ,831.04, ,350, ,559.36, 
539,1998/99,S08000030, ,65plus years,Male,Total,d,430, ,1542.71, ,320, ,1148.06, 
540,1998/99,S08000030, ,65plus years,Female,Total,d,650, ,1568.19, ,500, ,1206.3, 
541,1998/99,S08000031, ,0-17 years,Male,Total,d,140, ,107.19, ,130, ,99.53, 
542,1998/99,S08000031, ,0-17 years,Female,Total,d,110, ,88.11, ,90, ,72.09, 
543,1998/99,S08000031, ,18-24 years,Male,Total,d,440, ,895.2, ,300, ,610.36, 
544,1998/99,S08000031, ,18-24 years,Female,Total,d,350, ,657.78, ,230, ,432.26, 
545,1998/99,S08000031, ,25-39 years,Male,Total,d,1800, ,1386.07, ,1220, ,939.44, 
546,1998/99,S08000031, ,25-39 years,Female,Total,d,1250, ,887.83, ,830, ,589.52, 
547,1998/99,S08000031, ,40-64 years,Male,Total,d,1930, ,1190.8, ,1370, ,845.28, 
548,1998/99,S08000031, ,40-64 years,Female,Total,d,1220, ,708.52, ,860, ,499.45, 
549,1998/99,S08000031, ,65plus years,Male,Total,d,1290, ,1888.73, ,920, ,1347, 
550,1998/99,S08000031, ,65plus years,Female,Total,d,1990, ,1818.12, ,1470, ,1343.03, 
551,1998/99,S08000032, ,0-17 years,Male,Total,d,50, ,66.64, ,50, ,66.64, 
552,1998/99,S08000032, ,0-17 years,Female,Total,d,50, ,70.06, ,40, ,56.05, 
553,1998/99,S08000032, ,18-24 years,Male,Total,d,170, ,640.11, ,120, ,451.84, 
554,1998/99,S08000032, ,18-24 years,Female,Total,d,120, ,456.48, ,90, ,342.36, 
555,1998/99,S08000032, ,25-39 years,Male,Total,d,650, ,927.92, ,440, ,628.13, 
556,1998/99,S08000032, ,25-39 years,Female,Total,d,450, ,598.95, ,300, ,399.3, 
557,1998/99,S08000032, ,40-64 years,Male,Total,d,650, ,697.45, ,470, ,504.31, 
558,1998/99,S08000032, ,40-64 years,Female,Total,d,490, ,490.02, ,390, ,390.02, 
559,1998/99,S08000032, ,65plus years,Male,Total,d,520, ,1485.37, ,340, ,971.21, 
560,1998/99,S08000032, ,65plus years,Female,Total,d,810, ,1531.57, ,540, ,1021.04, 
561,1998/99,RA2702, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
562,1998/99,RA2702, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
563,1998/99,RA2702, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
564,1998/99,RA2702, ,18-24 years,Female,Total,d,10, , ,:,10, , ,:
565,1998/99,RA2702, ,25-39 years,Male,Total,d,60, , ,:,50, , ,:
566,1998/99,RA2702, ,25-39 years,Female,Total,d,40, , ,:,30, , ,:
567,1998/99,RA2702, ,40-64 years,Male,Total,d,50, , ,:,40, , ,:
568,1998/99,RA2702, ,40-64 years,Female,Total,d,20, , ,:,20, , ,:
569,1998/99,RA2702, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
570,1998/99,RA2702, ,65plus years,Female,Total,d,10, , ,:,10, , ,:
571,1998/99,RA2701, ,0-17 years,Male,Total,d,10, , ,:,10, , ,:
572,1998/99,RA2701, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
573,1998/99,RA2701, ,18-24 years,Male,Total,d,60, , ,:,40, , ,:
